,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,business_code_enc,day_of_cleardate,month_of_cleardate,year_of_cleardate,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_dueindate,month_of_dueindate,year_of_dueindate,day_of_baselinecreatedate,month_of_baselinecreatedate,year_of_baselinecreatedate,cust_payment_terms_enc,name_customer_enc,Aging Bucket
4068,U001,200793088,DEMOU co,2020-04-10 06:40:04.546629967,2020.0,1930671001.0,2020-03-20 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAA8,94775.73,64,,,,20,3,2020,4,4,2020,20,3,2020,20,745,0-15
4069,U001,200769623,WAL-MAR corp,2020-03-19 09:05:17.255902258,2020.0,1930611071.0,2020-03-07 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAH4,232.68,64,,,,7,3,2020,22,3,2020,7,3,2020,32,2984,
4070,U001,200875006,KROGER corporation,2020-05-02 05:33:22.772075976,2020.0,1930793550.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,102439.69,64,,,,16,4,2020,1,5,2020,16,4,2020,20,1577,0-15
4071,U001,200750051,ALBER foundation,2020-04-14 03:55:53.351673446,2020.0,1930714041.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAA8,105179.42,64,,,,27,3,2020,11,4,2020,27,3,2020,20,67,0-15
4072,U001,200769623,WAL-MAR foundation,2020-04-18 21:15:01.610122778,2020.0,1930747475.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAH4,16334.67,64,,,,6,4,2020,21,4,2020,6,4,2020,32,2986,
4073,U001,200789266,IMPERI trust,2020-04-01 22:39:16.723276723,2020.0,1930662021.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAA8,23727.79,64,,,,17,3,2020,1,4,2020,17,3,2020,20,1296,0-15
4074,U001,200704858,WAKE foundation,2020-04-07 16:05:17.976284585,2020.0,1930709463.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAA8,14139.2,64,,,,28,3,2020,12,4,2020,28,3,2020,20,2955,
4075,U001,200762301,C&S WH corporation,2020-04-26 09:35:36.657009358,2020.0,1930778019.0,2020-04-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAC6,13878.4,64,,,,12,4,2020,27,4,2020,12,4,2020,25,445,
4076,U001,200769623,WAL-MAR foundation,2020-05-18 21:15:01.610122778,2020.0,1930855836.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAH4,5012.11,64,,,,6,5,2020,21,5,2020,6,5,2020,32,2986,
4077,U001,200769623,WAL-MAR us,2020-03-28 17:54:38.341138933,2020.0,1930653044.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAH4,1106.11,64,,,,16,3,2020,31,3,2020,16,3,2020,32,2991,
4078,U001,200752302,KROGER us,2020-03-31 16:24:52.828378953,2020.0,1930653403.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAA8,38287.62,64,,,,16,3,2020,31,3,2020,16,3,2020,20,1583,0-15
4079,U001,200526831,PERISH co,2020-04-16 11:03:45.167765405,2020.0,1930732804.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAA8,89041.02,64,,,,1,4,2020,16,4,2020,1,4,2020,20,2116,0-15
4080,U001,200769623,WAL-MAR ,2020-03-30 22:43:00.026966293,2020.0,1930654967.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAH4,49153.2,64,,,,18,3,2020,2,4,2020,18,3,2020,32,2981,
4081,U001,200704045,RA us,2020-03-17 03:54:24.777816068,2020.0,1930586428.0,2020-03-01 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAA8,90576.95,64,,,,1,3,2020,16,3,2020,1,3,2020,20,2260,0-15
4082,U001,200780383,MEIJ in,2020-04-20 00:15:31.495426312,2020.0,1930743917.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,78561.4,64,,,,3,4,2020,18,4,2020,3,4,2020,20,1853,0-15
4083,U001,200769623,WAL-MAR llc,2020-04-13 10:56:16.744232782,2020.0,1930724807.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,57589.02,64,,,,1,4,2020,16,4,2020,1,4,2020,32,2988,
4084,U001,200764795,SYSCO  us,2020-04-13 03:09:13.586900056,2020.0,1930689705.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,32534.81,64,,,,25,3,2020,9,4,2020,25,3,2020,20,2727,0-15
4085,U001,200744019,TARG foundation,2020-05-25 21:31:13.630599889,2020.0,1930855312.0,2020-05-03 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,NAA8,29861.15,64,,,,3,5,2020,18,5,2020,3,5,2020,20,2790,0-15
4086,U001,200762301,C&S WH corporation,2020-03-13 10:33:24.302769232,2020.0,1930575582.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAC6,11597.09,64,,,,28,2,2020,14,3,2020,28,2,2020,25,445,
4087,U001,100031704,DELHAIZE trust,2020-04-30 01:24:02.445868614,2020.0,1930763571.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAA8,30039.56,64,,,,14,4,2020,29,4,2020,14,4,2020,20,741,0-15
4088,U001,200779906,BOZZU in,2020-05-14 15:43:44.205104032,2020.0,1930829372.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAA8,93567.85,64,,,,27,4,2020,12,5,2020,27,4,2020,20,357,0-15
4089,CA02,140104423,METRO  associates,2020-05-10 10:52:17.605820966,2020.0,2960629789.0,2020-04-28 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-30 00:00:00.000000000,CA10,141954.17482517482,64,,,,28,4,2020,10,5,2020,30,4,2020,5,1870,0-15
4090,U001,200573068,GROCE trust,2020-04-12 07:51:27.015090109,2020.0,1930699655.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,6685.51,64,,,,25,3,2020,9,4,2020,25,3,2020,20,2909,0-15
4091,U001,200769623,WAL-MAR llc,2020-03-15 11:10:40.744232782,2020.0,1930585473.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAH4,43374.53,64,,,,3,3,2020,18,3,2020,3,3,2020,32,2988,
4092,U001,200769623,WAL-MAR llc,2020-03-18 11:12:54.730484767,2020.0,1930606018.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,553.56,64,,,,6,3,2020,21,3,2020,6,3,2020,32,2988,
4093,U001,200706844,WINC trust,2020-05-06 23:48:10.116381735,2020.0,1930803631.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAA8,38879.48,64,,,,21,4,2020,6,5,2020,21,4,2020,20,3054,0-15
4094,U001,200772670,ASSOCIAT ,2020-04-18 00:42:34.434782608,2020.0,1930738130.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAU5,55326.94,64,,,,2,4,2020,17,4,2020,2,4,2020,46,187,0-15
4095,U001,200743123,KROGER ,2020-05-11 02:18:34.690340851,2020.0,1930822646.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAA8,136556.75,64,,,,25,4,2020,10,5,2020,25,4,2020,20,1573,0-15
4096,U001,200769623,WAL-MAR systems,2020-03-18 16:42:48.567216028,2020.0,1930606304.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,72314.46,64,,,,6,3,2020,21,3,2020,6,3,2020,32,2989,
4097,CA02,140104429,COSTCO systems,2020-04-16 10:47:30.284210526,2020.0,2960625096.0,2020-03-31 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-04-01 00:00:00.000000000,CA10,13854.86013986014,64,,,,31,3,2020,11,4,2020,1,4,2020,5,637,0-15
4098,U001,200739006,AL associates,2020-04-12 00:24:19.920188271,2020.0,1930677129.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,8993.03,64,,,,26,3,2020,10,4,2020,26,3,2020,20,51,0-15
4099,U001,200744019,TARG systems,2020-04-14 11:54:24.566587035,2020.0,1930693654.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,30088.54,64,,,,25,3,2020,9,4,2020,25,3,2020,20,2793,0-15
4100,U001,200772595,SAFEW ,2020-04-18 17:50:48.100526492,2020.0,1930733321.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAA8,126784.67,64,,,,2,4,2020,17,4,2020,2,4,2020,20,2397,0-15
4101,U001,200761734,H E BUT systems,2020-03-15 06:18:46.451612904,2020.0,1930585561.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAA8,14650.68,64,,,,3,3,2020,18,3,2020,3,3,2020,20,1172,
4102,U001,200772670,ASSOCIAT corporation,2020-04-09 03:28:07.296000000,2020.0,1930693118.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAU5,30291.18,64,,,,24,3,2020,8,4,2020,24,3,2020,46,191,0-15
4103,U001,200703398,NEX systems,2020-03-23 23:24:10.489226071,2020.0,1930604768.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAA8,130.68,64,,,,5,3,2020,20,3,2020,5,3,2020,20,2909,0-15
4104,U001,200752302,KROGER systems,2020-05-16 22:06:30.761091929,2020.0,1930847481.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAA8,96728.3,64,,,,1,5,2020,16,5,2020,1,5,2020,20,1581,0-15
4105,U001,200749782,KROG in,2020-04-23 18:59:46.494094141,2020.0,1930764371.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,2382.55,64,,,,8,4,2020,23,4,2020,8,4,2020,20,1557,0-15
4106,CA02,140104423,METRO  in,2020-03-19 06:30:16.903201147,2020.0,2960618779.0,2020-03-06 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-09 00:00:00.000000000,CA10,63582.48951048952,64,,,,6,3,2020,19,3,2020,9,3,2020,5,1875,0-15
4107,U001,200769623,WAL-MAR llc,2020-05-15 11:12:54.730484767,2020.0,1930847477.0,2020-05-03 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,NAH4,15623.54,64,,,,3,5,2020,18,5,2020,3,5,2020,32,2988,
4108,U001,200275115,SHAWS  corporation,2020-05-24 18:40:38.439750854,2020.0,1930863270.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAA8,144798.3,64,,,,7,5,2020,22,5,2020,7,5,2020,20,2475,0-15
4109,U001,200936373,SUPE us,2020-05-22 20:49:19.368716919,2020.0,1930653539.0,2020-03-17 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAGD,13631.69,64,,,,17,3,2020,21,5,2020,17,3,2020,31,2662,0-15
4110,U001,200726979,BJ'S  us,2020-03-26 22:12:23.772375776,2020.0,1930627626.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,27534.35,64,,,,11,3,2020,26,3,2020,11,3,2020,20,332,0-15
4111,U001,200706844,WINC systems,2020-05-21 00:47:06.514285714,2020.0,1930861461.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAA8,19834.17,64,,,,6,5,2020,21,5,2020,6,5,2020,20,3053,0-15
4112,U001,200769623,WAL-MAR us,2020-05-20 19:40:51.560712333,2020.0,1930880538.0,2020-05-08 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,NAH4,485.06,64,,,,8,5,2020,23,5,2020,8,5,2020,32,2991,
4113,U001,200794332,COST ,2020-03-25 21:16:46.366646804,2020.0,1930629625.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAAX,20557.14,64,,,,11,3,2020,26,3,2020,11,3,2020,22,618,
4114,U001,200795490,HY -  corporation,2020-04-17 00:00:19.949407115,2020.0,1930724178.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,49709.59,64,,,,31,3,2020,15,4,2020,31,3,2020,20,1286,0-15
4115,U001,200759878,SA trust,2020-05-14 08:44:24.603074667,2020.0,1930827059.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAH4,14070.44,64,,,,29,4,2020,14,5,2020,29,4,2020,32,2393,0-15
4116,U001,200704045,RA trust,2020-04-28 20:24:40.000381043,2020.0,1930780371.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAA8,5524.02,64,,,,13,4,2020,28,4,2020,13,4,2020,20,2259,0-15
4117,U001,200704045,RA associates,2020-04-06 13:27:03.414962638,2020.0,1930668373.0,2020-03-20 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAA8,18058.51,64,,,,20,3,2020,4,4,2020,20,3,2020,20,2251,0-15
4118,U001,200792293,UNIFIE corp,2020-05-30 08:23:53.506583851,2020.0,1930873486.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAA8,705.29,64,,,,7,5,2020,22,5,2020,7,5,2020,20,2867,0-15
4119,U001,200762301,C&S WH systems,2020-05-09 09:28:10.964810690,2020.0,1930621065.0,2020-03-09 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAGD,1919.23,64,,,,9,3,2020,13,5,2020,9,3,2020,31,449,
4120,U001,100031704,DELHAIZE foundation,2020-05-21 10:08:05.577444219,2020.0,1930857063.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,77579.39,64,,,,5,5,2020,20,5,2020,5,5,2020,20,737,0-15
4121,U001,200762301,C&S WH ,2020-06-09 12:25:38.448137575,2020.0,1930774049.0,2020-04-09 00:00:00.000000000,2020-06-13 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAGD,27146.25,64,,,,9,4,2020,13,6,2020,9,4,2020,31,441,
4122,U001,200769623,WAL-MAR systems,2020-04-13 16:28:24.567216028,2020.0,1930730051.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,43494.11,64,,,,1,4,2020,16,4,2020,1,4,2020,32,2989,
4123,U001,200382900,J & J  co,2020-05-28 13:27:26.737850465,2020.0,1930858686.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,87302.68,64,,,,5,5,2020,20,5,2020,5,5,2020,20,2909,0-15
4124,U001,200711029,WEGMAN us,2020-03-26 03:40:02.774025974,2020.0,1930621002.0,2020-03-07 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAA8,84521.74,64,,,,7,3,2020,22,3,2020,7,3,2020,20,3017,0-15
4125,U001,200769623,WAL-MAR us,2020-04-15 19:40:51.560712333,2020.0,1930731231.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,629.67,64,,,,3,4,2020,18,4,2020,3,4,2020,32,2991,
4126,U001,200762301,C&S WH foundation,2020-03-31 22:22:30.293634529,2020.0,1930648484.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAC6,19546.51,64,,,,16,3,2020,31,3,2020,16,3,2020,25,446,0-15
4127,U001,200725421,BEN  systems,2020-04-05 23:07:21.602303783,2020.0,1930664261.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,46264.17,64,,,,18,3,2020,2,4,2020,18,3,2020,20,2909,0-15
4128,U001,200229974,DARDEN D trust,2020-03-18 09:39:05.828571429,2020.0,1930586755.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,18591.15,64,,,,2,3,2020,17,3,2020,2,3,2020,20,690,0-15
4129,U001,2013,KRAFT F corporation,2020-05-03 10:08:00.000000000,2020.0,1930689909.0,2020-03-23 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAX2,23808.94,64,,,,23,3,2020,23,3,2020,23,3,2020,63,1526,31-45
4130,U001,200761734,H E BUT ,2020-05-20 01:30:54.155559931,2020.0,1930673540.0,2020-03-21 00:00:00.000000000,2020-05-25 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAGD,2964.21,64,,,,21,3,2020,25,5,2020,21,3,2020,31,1164,
4131,U001,200769623,WAL-MAR co,2020-05-13 14:15:34.441767999,2020.0,1930846630.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAH4,21042.94,64,,,,1,5,2020,16,5,2020,1,5,2020,32,2983,
4132,U001,200778870,C corporation,2020-04-15 15:10:45.129602426,2020.0,1930688442.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,22449.68,64,,,,24,3,2020,8,4,2020,24,3,2020,20,418,0-15
4133,U001,200743123,KROGER corporation,2020-04-12 19:20:01.306997227,2020.0,1930713209.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAA8,52254.32,64,,,,28,3,2020,12,4,2020,28,3,2020,20,1577,0-15
4134,U001,200733702,HENR trust,2020-05-21 14:55:55.432136707,2020.0,1930844146.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAA8,43109.75,64,,,,30,4,2020,15,5,2020,30,4,2020,20,2909,0-15
4135,U001,200792734,MDV/ ,2020-04-03 17:09:28.902419319,2020.0,1930665787.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAA8,37428.28,64,,,,17,3,2020,1,4,2020,17,3,2020,20,1836,0-15
4136,U001,200769623,WAL-MAR co,2020-03-28 12:47:22.684464628,2020.0,1930651359.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAH4,3287.27,64,,,,16,3,2020,31,3,2020,16,3,2020,32,2983,
4137,U001,200704045,RA ,2020-04-01 08:19:03.752811894,2020.0,1930655345.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAA8,20045.38,64,,,,16,3,2020,31,3,2020,16,3,2020,20,2250,0-15
4138,U001,200729290,KROGER ,2020-05-08 02:20:34.167999357,2020.0,1930815251.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,3007.12,64,,,,22,4,2020,7,5,2020,22,4,2020,20,1573,0-15
4139,U013,140103713,PRIM llc,2020-05-20 10:04:48.000000000,2020.0,1991841541.0,2020-04-12 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAVE,10092.6,64,,,,12,4,2020,12,5,2020,12,4,2020,53,2909,0-15
4140,U001,200769623,WAL-MAR systems,2020-04-12 14:58:49.333894613,2020.0,1930718486.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAH4,1898.2,64,,,,31,3,2020,15,4,2020,31,3,2020,32,2989,
4141,U001,200769623,WAL-MAR in,2020-03-12 11:36:30.547003092,2020.0,1930580011.0,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAH4,1538.27,64,,,,29,2,2020,15,3,2020,29,2,2020,32,2987,
4142,U001,200705742,DOT corp,2020-04-15 14:16:31.296000002,2020.0,1930665160.0,2020-03-20 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAAW,33564.05,64,,,,20,3,2020,23,4,2020,20,3,2020,21,826,
4143,U001,200353024,DECA associates,2020-04-19 07:56:24.000000000,2020.0,1930762060.0,2020-04-08 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM4,690.84,64,,,,8,4,2020,24,4,2020,1,4,2020,36,719,
4144,U001,200794332,COST llc,2020-05-14 23:00:12.717432859,2020.0,1930845213.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAAX,15283.67,64,,,,1,5,2020,16,5,2020,1,5,2020,22,625,
4145,U001,200769623,WAL-MAR trust,2020-03-26 18:23:13.094462540,2020.0,1930649289.0,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAH4,4633.46,64,,,,14,3,2020,29,3,2020,14,3,2020,32,2990,
4146,U001,200769623,WAL-MAR corporation,2020-04-15 13:00:16.427605784,2020.0,1930732442.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,31468.74,64,,,,3,4,2020,18,4,2020,3,4,2020,32,2985,
4147,U001,200891601,POWE co,2020-05-05 15:31:36.498701299,2020.0,1930654882.0,2020-03-20 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAD5,89424.0,64,,,,20,3,2020,19,4,2020,20,3,2020,29,2170,16-30
4148,U001,200772670,ASSOCIAT in,2020-04-10 09:53:43.384615385,2020.0,1930688579.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAU5,9051.6,64,,,,23,3,2020,7,4,2020,23,3,2020,46,193,0-15
4149,U001,200762301,C&S WH llc,2020-03-18 11:26:56.130240127,2020.0,1930597350.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAC6,40794.57,64,,,,3,3,2020,18,3,2020,3,3,2020,25,448,0-15
4150,U001,200759878,SA co,2020-04-29 05:23:00.401913876,2020.0,1930784032.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAH4,51478.05,64,,,,15,4,2020,30,4,2020,15,4,2020,32,2386,
4151,U001,200331749,SYSC in,2020-04-27 12:18:34.372193748,2020.0,1930732934.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,8488.26,64,,,,7,4,2020,22,4,2020,7,4,2020,20,2711,0-15
4152,U001,200744019,TARG corporation,2020-04-24 10:25:52.986335404,2020.0,1930738342.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,11921.11,64,,,,3,4,2020,18,4,2020,3,4,2020,20,2789,0-15
4153,U001,200741174,M B  associates,2020-04-14 07:09:57.291708886,2020.0,1930625368.0,2020-03-11 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-11 00:00:00.000000000,NA32,52449.14,64,,,,11,3,2020,12,4,2020,11,3,2020,13,1686,0-15
4154,U001,200769623,WAL-MAR co,2020-04-04 12:47:22.684464628,2020.0,1930685464.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAH4,4065.82,64,,,,23,3,2020,7,4,2020,23,3,2020,32,2983,
4155,U001,200229974,DARDEN D us,2020-04-29 20:13:10.235595987,2020.0,1930772714.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAA8,14404.24,64,,,,10,4,2020,25,4,2020,10,4,2020,20,2909,0-15
4156,U001,200794332,COST associates,2020-03-26 15:38:21.175399694,2020.0,1930637241.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAAX,6503.29,64,,,,12,3,2020,27,3,2020,12,3,2020,22,619,
4157,CA02,140106408,WAL-M us,2020-04-05 04:50:39.157894735,2020.0,2960627117.0,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-12 00:00:00.000000000,CA10,58371.79720279721,64,,,,6,4,2020,22,3,2020,12,3,2020,5,2980,0-15
4158,U001,200769623,WAL-MAR trust,2020-03-20 18:06:35.108210555,2020.0,1930623117.0,2020-03-08 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAH4,36694.78,64,,,,8,3,2020,23,3,2020,8,3,2020,32,2990,
4159,U001,200769623,WAL-MAR corp,2020-03-26 09:19:41.255902259,2020.0,1930646061.0,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAH4,12500.33,64,,,,14,3,2020,29,3,2020,14,3,2020,32,2984,
4160,U001,200769623,WAL-MAR llc,2020-03-27 09:26:41.510911367,2020.0,1930648336.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAH4,543.87,64,,,,15,3,2020,30,3,2020,15,3,2020,32,2988,
4161,U001,200732755,KROGER ,2020-05-10 00:36:26.323648182,2020.0,1930821943.0,2020-04-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,NAA8,96134.79,64,,,,24,4,2020,9,5,2020,24,4,2020,20,1573,0-15
4162,U001,200769623,WAL-MAR corporation,2020-05-17 13:02:30.413857769,2020.0,1930854177.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAH4,19064.32,64,,,,5,5,2020,20,5,2020,5,5,2020,32,2985,
4163,CA02,140104409,LOB co,2020-04-25 14:53:45.917204715,2020.0,2960627473.0,2020-04-13 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-14 00:00:00.000000000,CA10,50859.741258741255,64,,,,13,4,2020,24,4,2020,14,4,2020,5,1654,0-15
4164,U001,200706844,WINC associates,2020-03-14 02:04:41.766233766,2020.0,1930567193.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAA8,26523.01,64,,,,27,2,2020,13,3,2020,27,2,2020,20,3046,0-15
